invoice_no,sale_date,sale_time,customer_id,drug_code,product_name,batch_no,storage_location,quantity,unit,unit_price,total_amount,gross_profit,วันสำคัญ,holiday,อุณหภูมิ,ปริมาณน้ำฝน
BL190413-033,2019-04-13,17:32,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-035,2019-04-13,18:01,C01-0000,M0203,Mysoven granules 600 mg,P181218-0078,F2,5.0,ซอง,15.0,75,30.17,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-038,2019-04-13,18:31,C01-0000,E0055,Extorant tablets,P190220-0002,B1,1.0,แผง,35.0,35,27.0,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-043,2019-04-13,18:58,C01-0000,M0216,Minra Drops,P190111-0007,B1,1.0,ขวด,58.0,58,26.75,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-044,2019-04-13,18:58,C01-0000,G0066,GANO 500 MG 10'S,P190326-0061,B1,1.0,แผง,50.0,50,10.83,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-045,2019-04-13,19:14,C01-0000,E0055,Extorant tablets,P190220-0002,B1,1.0,แผง,35.0,35,27.0,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-046,2019-04-13,19:34,C01-0000,E0055,Extorant tablets,P190220-0002,B1,1.0,แผง,35.0,35,27.0,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-047,2019-04-13,19:45,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190413-048,2019-04-13,19:53,C01-0000,B0142,Buflex syrup 60 ml Burapha,P180911-0049,F2,1.0,ขวด,40.0,40,22.43,วันผู้สูงอายุแห่งชาติ / วันสงกรานต์,True,31.7,21.2
BL190412-004,2019-04-12,9:09,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-006,2019-04-12,9:12,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-008,2019-04-12,9:28,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-009,2019-04-12,9:29,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-011,2019-04-12,10:35,C01-0000,D0157,DAFOMIN 500MG 3 X 10'S (Daflon) TO,P190312-0029,F2,1.0,แผง,60.0,60,15.67,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-018,2019-04-12,13:45,C01-0000,G0091,gaviscon  ชมพู ซอง,P190319-0008,F2,4.0,ซอง,25.0,100,20.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-023,2019-04-12,14:49,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-025,2019-04-12,15:13,C01-0000,F0067,FLEMEX kid SYRUP 60 CC,P190312-0052,F2,1.0,ขวด,60.0,60,22.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-026,2019-04-12,15:30,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-030,2019-04-12,15:49,C01-0000,G0066,GANO 500 MG 10'S,P181225-0011,F2,1.0,แผง,50.0,50,13.33,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-033,2019-04-12,16:24,C01-0000,G0066,GANO 500 MG 10'S,P190326-0061,B1,3.0,แผง,50.0,150,32.5,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-033,2019-04-12,16:24,C01-0000,O0045,Omeprazole GPO,P190305-0036,F2,4.0,แผง,40.0,160,130.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-036,2019-04-12,16:52,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-041,2019-04-12,17:25,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190326-0014,F2,1.0,แผง,35.0,35,10.8,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-046,2019-04-12,17:50,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-050,2019-04-12,18:12,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-050,2019-04-12,18:12,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P190326-0043,F2,1.0,แผง,10.0,10,3.6,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-051,2019-04-12,18:14,C01-0000,A0174,Alfuca,P160316-0001,B2,1.0,กล่อง,25.0,25,19.71,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-052,2019-04-12,18:15,C01-0000,A0174,Alfuca,P160316-0001,B2,1.0,กล่อง,25.0,25,19.71,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-053,2019-04-12,18:21,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-054,2019-04-12,18:23,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-055,2019-04-12,18:27,C01-0000,D0189,DIANE 35,P190402-0038,F2,1.0,แผง,180.0,180,20.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-056,2019-04-12,18:30,C01-0000,F0096,Floximed 400 mg,P190219-0041,B1,1.0,แผง,50.0,50,36.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-060,2019-04-12,19:22,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P190326-0020,F2,1.0,ขวด,350.0,350,61.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-061,2019-04-12,19:26,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-066,2019-04-12,19:50,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190326-0014,F2,1.0,แผง,35.0,35,10.8,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-068,2019-04-12,20:07,C01-0000,C0130,CANASONE C.B. CREAM  5G,P190309-0005,F2,1.0,หลอด,52.0,52,30.13,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-071,2019-04-12,20:33,C01-0000,C0157,CONCON 15 ML,P180911-0011,F2,1.0,กล่อง,50.0,50,17.5,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190412-073,2019-04-12,20:44,C01-0000,G0091,gaviscon  ชมพู ซอง,P190319-0008,F2,8.0,ซอง,25.0,200,40.0,วันป่าชุมชนชายเลนไทย,True,31.7,21.2
BL190411-002,2019-04-11,8:37,C01-0000,D0174,DIFELENE  50 MG 10'S,P190305-0034,F2,1.0,แผง,35.0,35,19.0,,False,31.7,21.2
BL190411-010,2019-04-11,12:15,C01-0000,F0083,Ciprofex 500 mg,P190326-0024,F2,2.0,แผง,70.0,140,96.0,,False,31.7,21.2
BL190411-013,2019-04-11,13:21,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,2.0,แผง,20.0,40,30.4,,False,31.7,21.2
BL190411-020,2019-04-11,15:57,C01-0000,G0090,Gofen 400,P190409-0012,F2,1.0,แผง,100.0,100,25.83,,False,31.7,21.2
BL190411-021,2019-04-11,15:58,C01-0000,A0175,Amoksiklav 1000 mg,P190326-0018,F2,1.0,กล่อง,195.0,195,80.0,,False,31.7,21.2
BL190411-022,2019-04-11,16:10,C01-0000,D0189,DIANE 35,P190402-0038,F2,1.0,แผง,180.0,180,20.0,,False,31.7,21.2
BL190411-025,2019-04-11,17:12,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190411-031,2019-04-11,18:07,C01-0000,G0090,Gofen 400,P190409-0012,F2,1.0,แผง,100.0,100,25.83,,False,31.7,21.2
BL190411-033,2019-04-11,18:24,C01-0000,C0185,CPM ขวด 100 เม็ด,P190319-0062,F2,1.0,กระปุก,20.0,20,14.0,,False,31.7,21.2
BL190411-038,2019-04-11,20:03,C01-0000,H0038,HEXIN พยาธิ,P190122-0019,F2,1.0,แผง,30.0,30,12.5,,False,31.7,21.2
BL190411-039,2019-04-11,20:03,C01-0000,H0038,HEXIN พยาธิ,P190122-0019,F2,1.0,แผง,30.0,30,12.5,,False,31.7,21.2
BL190411-041,2019-04-11,20:21,C01-0000,G0090,Gofen 400,P190409-0012,F2,1.0,แผง,100.0,100,25.83,,False,31.7,21.2
BL190411-044,2019-04-11,20:50,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-001,2019-04-10,8:15,C01-0000,D0167,DexOph 4 ml.,P190409-0005,F2,1.0,ขวด,40.0,40,20.42,,False,31.7,21.2
BL190410-002,2019-04-10,9:14,C01-0000,A0178,Ampicillin 500 mg,P181030-0023,F2,1.0,แผง,40.0,40,23.2,,False,31.7,21.2
BL190410-003,2019-04-10,9:56,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-010,2019-04-10,11:52,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P190326-0020,F2,1.0,ขวด,350.0,350,61.0,,False,31.7,21.2
BL190410-011,2019-04-10,11:59,C01-0000,D0189,DIANE 35,P190402-0038,F2,1.0,แผง,180.0,180,20.0,,False,31.7,21.2
BL190410-026,2019-04-10,14:47,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-026,2019-04-10,14:47,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-018,2019-04-10,14:55,C01-0000,A0174,Alfuca,P160316-0001,B2,1.0,กล่อง,25.0,25,19.71,,False,31.7,21.2
BL190410-021,2019-04-10,15:06,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-021,2019-04-10,15:06,C01-0000,E0055,Extorant tablets,P190220-0002,B1,1.0,แผง,35.0,35,27.0,,False,31.7,21.2
BL190410-025,2019-04-10,16:54,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,2.0,แผง,20.0,40,27.2,,False,31.7,21.2
BL190410-028,2019-04-10,17:25,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,,False,31.7,21.2
BL190410-031,2019-04-10,17:45,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-032,2019-04-10,18:05,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,,False,31.7,21.2
BL190410-033,2019-04-10,18:13,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190410-041,2019-04-10,19:49,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,,False,31.7,21.2
BL190410-045,2019-04-10,20:23,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,,False,31.7,21.2
BL190410-045,2019-04-10,20:23,C01-0000,D0173,DIFELENE  25 MG 10'S,P181106-0006,F5,1.0,แผง,25.0,25,15.0,,False,31.7,21.2
BL190410-045,2019-04-10,20:23,C01-0000,D0181,DISENTO FOIL 25X4'S,P181016-0070,B1,1.0,แผง,25.0,25,11.4,,False,31.7,21.2
BL190409-003,2019-04-09,8:16,C01-0000,A0178,Ampicillin 500 mg,P181030-0023,F2,1.0,แผง,40.0,40,23.2,,False,31.7,21.2
BL190409-006,2019-04-09,9:36,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,,False,31.7,21.2
BL190409-008,2019-04-09,11:23,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,2.0,ขวด,40.0,80,40.83,,False,31.7,21.2
BL190409-009,2019-04-09,11:31,C01-0000,C0131,CANAZOL-Be CREAM 5 GM,P190402-0015,F2,1.0,หลอด,55.0,55,35.0,,False,31.7,21.2
BL190409-013,2019-04-09,14:34,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190409-013,2019-04-09,14:34,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190326-0014,F2,1.0,แผง,35.0,35,10.8,,False,31.7,21.2
BL190409-022,2019-04-09,17:41,C01-0000,M0217,Minra  60 ml ส้ม,P190209-0001,B1,1.0,ขวด,50.0,50,25.0,,False,31.7,21.2
BL190409-031,2019-04-09,18:56,C01-0000,B0091,BISOLVON FOIL 500  แผง,P190108-0028,F2,1.0,แผง,55.0,55,12.5,,False,31.7,21.2
BL190409-033,2019-04-09,19:34,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P190326-0043,F2,2.0,แผง,10.0,20,7.2,,False,31.7,21.2
BL190409-034,2019-04-09,19:43,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190326-0014,F2,1.0,แผง,35.0,35,10.8,,False,31.7,21.2
BL190409-035,2019-04-09,19:49,C01-0000,D0104,Dicloxacillin-Nida,P190312-0046,F2,2.0,แผง,60.0,120,84.0,,False,31.7,21.2
BL190409-037,2019-04-09,20:10,C01-0000,G0090,Gofen 400,P190409-0012,F2,1.0,แผง,100.0,100,25.83,,False,31.7,21.2
BL190408-003,2019-04-08,9:34,C01-0000,F0083,Ciprofex 500 mg,P190326-0024,F2,1.0,แผง,70.0,70,48.0,,False,31.7,21.2
BL190408-007,2019-04-08,10:18,C01-0000,F0096,Floximed 400 mg,P190219-0041,B1,1.0,แผง,50.0,50,36.0,,False,31.7,21.2
BL190408-013,2019-04-08,11:28,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190408-017,2019-04-08,12:31,C01-0000,D0189,DIANE 35,P190326-0013,F2,1.0,แผง,180.0,180,20.0,,False,31.7,21.2
BL190408-019,2019-04-08,13:39,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,,False,31.7,21.2
BL190408-023,2019-04-08,15:11,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,,False,31.7,21.2
BL190408-026,2019-04-08,16:08,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P190326-0043,F2,2.0,แผง,10.0,20,7.2,,False,31.7,21.2
BL190408-027,2019-04-08,16:13,C01-0000,B0092,BISOLVON PEDIATRIC สตรอ 60 ML,P190226-0009,C3,1.0,ขวด,60.0,60,17.0,,False,31.7,21.2
BL190408-028,2019-04-08,16:33,C01-0000,M0217,Minra  60 ml ส้ม,P190209-0001,B1,1.0,ขวด,50.0,50,25.0,,False,31.7,21.2
BL190408-032,2019-04-08,18:57,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,,False,31.7,21.2
BL190408-033,2019-04-08,19:18,C01-0000,B0138,Bucanyl 2.5 mg,A180404-0001,B1,30.0,เม็ด,4.5,135,120.0,,False,31.7,21.2
BL190408-034,2019-04-08,19:41,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,2.0,แผง,20.0,40,27.2,,False,31.7,21.2
BL190408-038,2019-04-08,20:09,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190326-0014,F2,1.0,แผง,35.0,35,10.8,,False,31.7,21.2
BL190407-004,2019-04-07,8:42,C01-0000,A0167,Arcoxia 90 mg,P190402-0008,F2,1.0,แผง,250.0,250,69.6,วันอนามัยโลก,True,31.7,21.2
BL190407-006,2019-04-07,9:04,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันอนามัยโลก,True,31.7,21.2
BL190407-011,2019-04-07,10:22,C01-0000,G0091,gaviscon  ชมพู ซอง,P190319-0008,F2,2.0,ซอง,25.0,50,10.0,วันอนามัยโลก,True,31.7,21.2
BL190407-013,2019-04-07,11:39,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P190326-0043,F2,1.0,แผง,10.0,10,3.6,วันอนามัยโลก,True,31.7,21.2
BL190407-014,2019-04-07,11:46,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันอนามัยโลก,True,31.7,21.2
BL190407-017,2019-04-07,12:42,C01-0000,D0157,DAFOMIN 500MG 3 X 10'S (Daflon) TO,P190312-0029,F2,1.0,แผง,60.0,60,15.67,วันอนามัยโลก,True,31.7,21.2
BL190407-019,2019-04-07,13:31,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,วันอนามัยโลก,True,31.7,21.2
BL190407-019,2019-04-07,13:31,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันอนามัยโลก,True,31.7,21.2
BL190407-021,2019-04-07,14:10,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,วันอนามัยโลก,True,31.7,21.2
BL190407-022,2019-04-07,14:12,C01-0000,B0071,BENDA 500,P190326-0054,B1,2.0,แผง,30.0,60,30.33,วันอนามัยโลก,True,31.7,21.2
BL190407-025,2019-04-07,14:48,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันอนามัยโลก,True,31.7,21.2
BL190407-027,2019-04-07,15:44,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันอนามัยโลก,True,31.7,21.2
BL190407-028,2019-04-07,16:02,C01-0000,G0095,Gaviscon Dual Action ขวด150ml,P190326-0020,F2,1.0,ขวด,350.0,350,61.0,วันอนามัยโลก,True,31.7,21.2
BL190407-030,2019-04-07,16:28,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190319-0001,F2,1.0,แผง,35.0,35,10.8,วันอนามัยโลก,True,31.7,21.2
BL190407-032,2019-04-07,17:14,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันอนามัยโลก,True,31.7,21.2
BL190407-033,2019-04-07,17:28,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันอนามัยโลก,True,31.7,21.2
BL190407-036,2019-04-07,17:54,C01-0000,F0083,Ciprofex 500 mg,P190326-0024,F2,1.0,แผง,70.0,70,48.0,วันอนามัยโลก,True,31.7,21.2
BL190407-040,2019-04-07,18:55,C01-0000,H0038,HEXIN พยาธิ,P190122-0019,F2,1.0,แผง,30.0,30,12.5,วันอนามัยโลก,True,31.7,21.2
BL190407-041,2019-04-07,20:29,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P190326-0043,F2,2.0,แผง,10.0,20,7.2,วันอนามัยโลก,True,31.7,21.2
BL190407-041,2019-04-07,20:29,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันอนามัยโลก,True,31.7,21.2
BL190406-001,2019-04-06,8:29,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190319-0001,F2,1.0,แผง,35.0,35,10.8,วันจักรี,True,31.7,21.2
BL190406-002,2019-04-06,8:55,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190319-0001,F2,1.0,แผง,35.0,35,10.8,วันจักรี,True,31.7,21.2
BL190406-003,2019-04-06,8:57,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันจักรี,True,31.7,21.2
BL190406-007,2019-04-06,9:41,C01-0000,B0138,Bucanyl 2.5 mg,A180404-0001,B1,5.0,เม็ด,4.6,23,20.5,วันจักรี,True,31.7,21.2
BL190406-013,2019-04-06,10:16,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันจักรี,True,31.7,21.2
BL190406-014,2019-04-06,10:19,C01-0000,G0090,Gofen 400,P190402-0036,F2,1.0,แผง,100.0,100,25.83,วันจักรี,True,31.7,21.2
BL190406-015,2019-04-06,10:35,C01-0000,B0071,BENDA 500,P190326-0054,B1,2.0,แผง,30.0,60,30.33,วันจักรี,True,31.7,21.2
BL190406-019,2019-04-06,11:47,C01-0000,O0045,Omeprazole GPO,P190305-0036,F2,2.0,แผง,40.0,80,65.0,วันจักรี,True,31.7,21.2
BL190406-020,2019-04-06,11:55,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,วันจักรี,True,31.7,21.2
BL190406-024,2019-04-06,12:17,C01-0000,B0071,BENDA 500,P190326-0054,B1,1.0,แผง,30.0,30,15.17,วันจักรี,True,31.7,21.2
BL190406-024,2019-04-06,12:17,C01-0000,G0066,GANO 500 MG 10'S,P181225-0011,F2,2.0,แผง,50.0,100,26.67,วันจักรี,True,31.7,21.2
BL190406-025,2019-04-06,12:19,C01-0000,B0071,BENDA 500,P190326-0054,B1,1.0,แผง,30.0,30,15.17,วันจักรี,True,31.7,21.2
BL190406-027,2019-04-06,12:42,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันจักรี,True,31.7,21.2
BL190406-028,2019-04-06,13:30,C01-0000,F0067,FLEMEX kid SYRUP 60 CC,P190312-0052,F2,1.0,ขวด,60.0,60,22.0,วันจักรี,True,31.7,21.2
BL190406-029,2019-04-06,14:05,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,วันจักรี,True,31.7,21.2
BL190406-031,2019-04-06,14:50,C01-0000,H0045,HISTA OPH  5CC เล็ก,P190312-0008,F2,1.0,ขวด,45.0,45,19.5,วันจักรี,True,31.7,21.2
BL190406-032,2019-04-06,14:53,C01-0000,B0102,BUSCOPAN 10'S,P190115-0046,B1,1.0,แผง,50.0,50,19.0,วันจักรี,True,31.7,21.2
BL190406-032,2019-04-06,14:53,C01-0000,F0083,Ciprofex 500 mg,P190326-0024,F2,1.0,แผง,70.0,70,48.0,วันจักรี,True,31.7,21.2
BL190406-033,2019-04-06,15:07,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันจักรี,True,31.7,21.2
BL190406-037,2019-04-06,16:31,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันจักรี,True,31.7,21.2
BL190406-042,2019-04-06,17:05,C01-0000,A0173,Anmatic Tablets,A170103-0001,B1,1.0,แผง,20.0,20,12.0,วันจักรี,True,31.7,21.2
BL190406-055,2019-04-06,18:04,C01-0000,C0125,CAFERGOT FOIL 10'S,P181106-0039,F5,1.0,แผง,80.0,80,21.0,วันจักรี,True,31.7,21.2
BL190406-058,2019-04-06,18:27,C01-0000,A0159,Annylyn 21 tab,P181002-0008,F2,1.0,แผง,130.0,130,40.0,วันจักรี,True,31.7,21.2
BL190406-059,2019-04-06,18:45,C01-0000,B0138,Bucanyl 2.5 mg,A180404-0001,B1,20.0,เม็ด,4.5,90,80.0,วันจักรี,True,31.7,21.2
BL190406-060,2019-04-06,18:59,C01-0000,C0196,Capirox-20,P181218-0009,F2,2.0,กล่อง,35.0,70,37.0,วันจักรี,True,31.7,21.2
BL190406-062,2019-04-06,19:12,C01-0000,F0083,Ciprofex 500 mg,P190326-0024,F2,1.0,แผง,70.0,70,48.0,วันจักรี,True,31.7,21.2
BL190406-064,2019-04-06,19:23,C01-0000,B0071,BENDA 500,P190326-0054,B1,1.0,แผง,30.0,30,15.17,วันจักรี,True,31.7,21.2
BL190406-068,2019-04-06,20:09,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันจักรี,True,31.7,21.2
BL190406-068,2019-04-06,20:09,C01-0000,G0090,Gofen 400,P190402-0036,F2,1.0,แผง,100.0,100,25.83,วันจักรี,True,31.7,21.2
BL190406-070,2019-04-06,20:12,C01-0000,I0108,Ibrofen 600 TO แผง,P190403-0017,F2,1.0,แผง,40.0,40,26.0,วันจักรี,True,31.7,21.2
BL190406-071,2019-04-06,20:12,C01-0000,D0189,DIANE 35,P190326-0013,F2,1.0,แผง,180.0,180,20.0,วันจักรี,True,31.7,21.2
BL190406-072,2019-04-06,20:15,C01-0000,D0167,DexOph 4 ml.,P190319-0012,F2,1.0,ขวด,40.0,40,20.42,วันจักรี,True,31.7,21.2
BL190405-005,2019-04-05,10:13,C01-0000,B0088,BISOLAX FOIL 10'S,P190403-0001,F2,1.0,กล่อง,35.0,35,13.0,วันเช็งเม้ง,True,31.7,21.2
BL190405-006,2019-04-05,10:42,C01-0000,B0135,Bufenac 50 mg,P190226-0050,C3,1.0,แผง,20.0,20,15.2,วันเช็งเม้ง,True,31.7,21.2
BL190405-012,2019-04-05,13:21,C01-0000,I0108,Ibrofen 600 TO แผง,P190312-0001,F2,2.0,แผง,40.0,80,52.0,วันเช็งเม้ง,True,31.7,21.2
BL190405-018,2019-04-05,16:06,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันเช็งเม้ง,True,31.7,21.2
BL190405-018,2019-04-05,16:06,C01-0000,D0189,DIANE 35,P190326-0013,F2,1.0,แผง,180.0,180,20.0,วันเช็งเม้ง,True,31.7,21.2
BL190405-019,2019-04-05,16:17,C01-0000,C0142,CETRIzin แผง,P190305-0011,F2,1.0,แผง,20.0,20,13.6,วันเช็งเม้ง,True,31.7,21.2
BL190405-019,2019-04-05,16:17,C01-0000,F0083,Ciprofex 500 mg,P190326-0024,F2,1.0,แผง,70.0,70,48.0,วันเช็งเม้ง,True,31.7,21.2
BL190405-021,2019-04-05,17:49,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P190319-0001,F2,1.0,แผง,35.0,35,10.8,วันเช็งเม้ง,True,31.7,21.2
BL190405-028,2019-04-05,18:28,C01-0000,D0104,Dicloxacillin-Nida,P190109-0014,F2,2.0,แผง,60.0,120,84.0,วันเช็งเม้ง,True,31.7,21.2
BL190405-035,2019-04-05,18:53,C01-0000,B0138,Bucanyl 2.5 mg,A180404-0001,B1,20.0,เม็ด,4.5,90,80.0,วันเช็งเม้ง,True,31.7,21.2
BL190405-037,2019-04-05,18:54,C01-0000,O0047,One-Trex syrup 60 ml,P190312-0053,F2,1.0,ขวด,40.0,40,22.0,วันเช็งเม้ง,True,31.7,21.2
